Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
75	378.88657	20.751652	419.737	340.81183	189.14285	124.96207	40.07991	157.30757	12.929027	304000	-1.4305114e-08	67.50686	-0.033439975	-17.03038	0.7211525	0.015010264	0.209	1.161994434595108	0.17020328651936065	20.0	782.9647829532623
76	383.8985	41.455322	548.0924	349.45465	195.2	126.833565	40.185524	158.26506	12.668772	308000	-7.1525574e-10	65.33162	-0.011183458	-33.945423	0.7188131	0.015019255	0.159	1.2008629995584488	0.17347480034325635	4.0	793.1555373668671
77	380.41928	19.194891	418.2265	348.49387	188.90475	125.6396	41.223263	158.42673	12.147808	312000	1.859665e-08	56.266796	-0.03960812	-19.03757	0.7182778	0.015273472	0.2065	1.170835747718811	0.14974935053533286	23.0	803.9403157234192
78	381.3136	35.947025	453.65836	318.26465	192.45	129.31822	39.63862	158.92911	11.8701935	316000	-1.9073487e-09	50.85088	-0.059892863	-18.85829	0.7143549	0.015070448	0.27925	1.17265098631382	0.15751117908266032	72.0	814.668251991272
79	372.03656	18.840437	404.4771	329.78476	185.5	126.00335	40.658234	158.81595	11.593627	320000	-9.834767e-09	58.042706	-0.05919475	-20.617676	0.7088719	0.014703996	0.2895	1.1645168894529343	0.17706465240242544	79.0	825.3824412822723
80	386.52417	35.353767	451.18704	330.2142	193.45	127.0515	39.808216	158.43362	11.35945	324000	2.2649764e-09	61.092976	-0.014063609	-10.55122	0.69396734	0.015049057	0.2225	1.1486132425069808	0.1507408117400817	6.0	835.6075468063354
81	387.58795	31.362736	435.38293	307.65393	193.85	128.47894	40.099636	159.44275	11.170731	328000	-1.0490417e-08	36.05232	-0.041846853	-9.180178	0.69355184	0.015465259	0.2185	1.1644727134704589	0.16460025094073352	31.0	845.7693746089935
82	375.69342	24.012228	440.0664	336.94513	187.95238	128.14034	40.71032	160.27005	11.076586	332000	-1.4305115e-09	44.574734	-0.037753608	-10.199509	0.6933981	0.015007926	0.20775	1.1561376583576202	0.1529063886489096	24.0	856.1282095909119
83	382.4721	26.91592	433.9498	333.70908	189.7619	126.49608	40.821915	159.27246	10.336275	336000	-2.384186e-10	40.812717	-0.041870475	-8.176689	0.6913008	0.015486847	0.21275	1.1440234297513963	0.16519005449550192	31.0	866.237352848053
84	381.90363	25.073599	439.51627	339.72137	191.7	128.01973	40.61037	160.07414	10.328902	340000	-5.841255e-09	23.977716	-0.012506454	-4.9838467	0.6900036	0.015280109	0.23025	1.1118833303451539	0.1530258046359363	5.0	876.2625997066498
85	390.37054	28.79371	458.86456	345.71774	196.15	127.189415	40.55436	159.43925	9.709543	344000	-2.026558e-09	47.3274	-0.012669089	-11.466202	0.68970513	0.01632438	0.2515	1.1090223008394242	0.1664869938797589	5.0	886.4733107089996
86	392.18173	31.242056	444.68457	333.94965	195.2	129.03764	40.658413	160.54149	9.702225	348000	-5.2452087e-09	31.144955	-0.044279292	-7.492998	0.68949705	0.01537715	0.2025	1.0971610540151595	0.13712251002529716	33.0	896.7835111618042
87	385.57513	19.182312	422.9124	346.79575	189.80952	129.48419	41.61886	162.14453	9.693544	352000	6.437302e-09	36.233166	-0.047752324	-6.8999443	0.684706	0.015087427	0.23975	1.0771927762031555	0.15700948785191635	48.0	907.241888999939
88	392.62305	31.558552	464.62344	327.39474	192.85	129.32834	41.08754	162.15985	9.393305	356000	-7.152557e-09	54.639004	-0.033465467	-12.877659	0.6801908	0.015147296	0.19675	1.0287331932783126	0.1452394330399125	18.0	917.3194148540497
89	380.49432	30.98923	434.2711	319.4303	189.38095	131.41505	41.63446	163.69951	9.504476	360000	-8.5830685e-09	67.07268	-0.015113881	-27.763294	0.676644	0.0151523035	0.18975	1.0278883463144302	0.16998943089034782	6.0	927.5839879512787
90	392.44373	23.549433	423.72708	337.66846	193.1	127.86463	40.62799	162.21346	9.077445	364000	9.536744e-10	44.6896	-0.04284317	-16.989408	0.6757779	0.015124742	0.21	0.9707120412588119	0.1426114693038089	30.0	938.0072815418243
91	379.97818	22.180902	429.2217	341.435	185.2381	130.49916	42.26457	163.78287	9.027729	368000	-2.6226044e-09	53.379333	-0.0120428065	-10.989693	0.672185	0.015700849	0.19625	0.9815625554323196	0.1360126644443709	5.0	948.096293926239
92	398.72415	23.008844	457.49142	357.87573	196.45	131.12494	40.2026	163.3255	8.802372	372000	5.6028364e-09	49.277702	-0.012343878	-12.780468	0.67116946	0.015498873	0.2065	0.9336327069997787	0.12844037276038378	6.0	958.3176128864288
93	385.256	33.804565	461.9442	328.4458	188.61905	130.69199	41.911057	164.34016	8.807666	376000	-3.3378602e-09	73.27729	-0.0126741035	-15.392994	0.670471	0.0150968535	0.18575	0.970872802734375	0.13961163707823301	6.0	968.3609039783478
94	376.45987	53.222744	459.5343	184.3435	194.05	126.518906	43.80206	163.5698	-4.31051	380000	2.384186e-10	355.55524	-0.007703462	-311.9892	0.66936845	0.015166927	0.28925	0.9138695293664932	0.14672584437524608	6.0	978.5272436141968
95	381.49908	26.543058	440.65173	314.88477	185.66667	130.22755	42.443233	163.86905	10.012877	384000	1.9073487e-09	49.49161	-0.013020027	-11.477486	0.6686359	0.016884731	0.2395	0.9091800761222839	0.13270003109326456	5.0	988.741317987442
96	401.7446	48.32617	505.06378	325.6627	203.0	131.14473	40.122326	163.29729	9.718624	388000	-9.059906e-09	134.48503	-0.0096567655	-71.794525	0.66865134	0.018948726	0.2385	0.9395965647697448	0.13985334251708167	5.0	998.922413110733
97	379.5436	22.300072	423.32764	343.03137	185.0	129.99594	40.628105	162.10922	9.15792	392000	-2.861023e-09	72.33913	-0.013999649	-27.620834	0.66755116	0.015776457	0.145	0.9325798285007477	0.1596933368902784	6.0	1008.7833437919617
98	380.7194	20.877226	432.6831	325.164	183.95238	129.11613	41.71963	162.14299	8.827834	396000	9.536744e-10	52.68664	-0.042087704	-10.68626	0.665585	0.0150284665	0.194	0.9251386666297913	0.15447327103147748	33.0	1018.986977815628
99	391.4904	30.596073	453.8423	342.85638	188.85715	129.13048	42.429512	162.60863	8.714924	400000	8.46386e-09	77.84287	-0.034653313	-22.86827	0.65965104	0.015260601	0.17	0.9127252632379532	0.14327967463446675	22.0	1029.5596237182617
100	392.3048	25.510235	443.04828	341.83493	195.05	133.69551	40.621426	164.27002	8.869589	404000	1.6689301e-09	63.732094	-0.030993499	-19.30442	0.6541898	0.015250929	0.1535	0.8734455168247223	0.1339974777688658	16.0	1039.8121273517609
101	397.09784	22.427032	444.54697	349.7567	192.35	129.99188	41.205685	162.87749	8.317341	408000	1.1324882e-08	68.64834	-0.05751408	-18.895187	0.6510674	0.015241749	0.2845	0.8964137923717499	0.14386975526570292	58.0	1050.2952914237976
102	388.7524	31.250309	451.42804	335.12576	186.61905	131.70705	42.020657	165.24437	8.657353	412000	8.940697e-09	129.16959	-0.042876665	-31.961617	0.63846815	0.015107056	0.219	0.9006893652677536	0.13757847869315273	26.0	1060.5884342193604
103	406.45422	34.0233	476.8288	347.1985	197.05	132.90166	41.672523	166.28313	8.955449	416000	-6.198883e-09	87.50227	-0.01295559	-24.476261	0.63877606	0.0150308125	0.18475	0.8973317265510559	0.14046256690155826	5.0	1070.9063341617584
104	390.87808	26.821434	435.9994	347.78885	189.14285	133.15312	43.333485	167.646	8.842314	420000	-4.7683715e-09	69.66138	-0.013518506	-15.672455	0.6380978	0.015220349	0.235	0.8556797456741333	0.1279485248285107	6.0	1081.1358721256256
